date,state,product,production
2018-01-01,Pahang,veneer,25072
2019-01-01,Pahang,veneer,3739
2020-01-01,Pahang,veneer,3846
2021-01-01,Pahang,veneer,8582
2000-01-01,Perak,blockboard,7716
2002-01-01,Perak,blockboard,604
2000-01-01,Perak,logs,878000
2001-01-01,Perak,logs,606264
2002-01-01,Perak,logs,723599
2003-01-01,Perak,logs,757884
2004-01-01,Perak,logs,887454
2005-01-01,Perak,logs,787548
2006-01-01,Perak,logs,833802
2007-01-01,Perak,logs,755638
2008-01-01,Perak,logs,681722
2009-01-01,Perak,logs,567594
2010-01-01,Perak,logs,609461
2011-01-01,Perak,logs,656264
2012-01-01,Perak,logs,660289
2013-01-01,Perak,logs,576468
2014-01-01,Perak,logs,485152
2015-01-01,Perak,logs,455652
2016-01-01,Perak,logs,529620
2017-01-01,Perak,logs,404512
2018-01-01,Perak,logs,437487
2019-01-01,Perak,logs,417932
2020-01-01,Perak,logs,329233
2021-01-01,Perak,logs,260240
2000-01-01,Perak,moulding,1612
2001-01-01,Perak,moulding,4674
2002-01-01,Perak,moulding,2077
2003-01-01,Perak,moulding,1295
2004-01-01,Perak,moulding,2237
2005-01-01,Perak,moulding,2525
2006-01-01,Perak,moulding,2797
2007-01-01,Perak,moulding,2879
2008-01-01,Perak,moulding,2411
2009-01-01,Perak,moulding,1604
2010-01-01,Perak,moulding,2095
2011-01-01,Perak,moulding,2317
2012-01-01,Perak,moulding,2054
2013-01-01,Perak,moulding,1154
2014-01-01,Perak,moulding,779
2015-01-01,Perak,moulding,7663
2016-01-01,Perak,moulding,10082
2017-01-01,Perak,moulding,8881
2018-01-01,Perak,moulding,8613
2019-01-01,Perak,moulding,10301
2020-01-01,Perak,moulding,8935
2021-01-01,Perak,moulding,12226
2000-01-01,Perak,plywood,41800
2001-01-01,Perak,plywood,27982
2002-01-01,Perak,plywood,33076
2003-01-01,Perak,plywood,33622
2004-01-01,Perak,plywood,33289
2005-01-01,Perak,plywood,35430
2006-01-01,Perak,plywood,42141
2007-01-01,Perak,plywood,36398
2008-01-01,Perak,plywood,34144
2009-01-01,Perak,plywood,29412
2010-01-01,Perak,plywood,37518
2011-01-01,Perak,plywood,57654
2012-01-01,Perak,plywood,71187
2013-01-01,Perak,plywood,68591
2014-01-01,Perak,plywood,62707
2015-01-01,Perak,plywood,64163
2016-01-01,Perak,plywood,49093
2017-01-01,Perak,plywood,92619
2018-01-01,Perak,plywood,101561
2019-01-01,Perak,plywood,67301
2020-01-01,Perak,plywood,79821
2021-01-01,Perak,plywood,71861
2000-01-01,Perak,sawn_timber,342103
2001-01-01,Perak,sawn_timber,275950
2002-01-01,Perak,sawn_timber,281998
2003-01-01,Perak,sawn_timber,293106
2004-01-01,Perak,sawn_timber,307373
2005-01-01,Perak,sawn_timber,288974
2006-01-01,Perak,sawn_timber,324170
2007-01-01,Perak,sawn_timber,297878
2008-01-01,Perak,sawn_timber,286851
2009-01-01,Perak,sawn_timber,234323
2010-01-01,Perak,sawn_timber,216754
2011-01-01,Perak,sawn_timber,255324
2012-01-01,Perak,sawn_timber,374138
2013-01-01,Perak,sawn_timber,321518
2014-01-01,Perak,sawn_timber,287469
2015-01-01,Perak,sawn_timber,323561
2016-01-01,Perak,sawn_timber,334749
2017-01-01,Perak,sawn_timber,291074
2018-01-01,Perak,sawn_timber,281205
2019-01-01,Perak,sawn_timber,266267
2020-01-01,Perak,sawn_timber,180909
2021-01-01,Perak,sawn_timber,157994
2000-01-01,Perak,veneer,10927
2001-01-01,Perak,veneer,3511
2002-01-01,Perak,veneer,4311
2003-01-01,Perak,veneer,5464
2006-01-01,Perak,veneer,555
2007-01-01,Perak,veneer,173
2008-01-01,Perak,veneer,259
2013-01-01,Perak,veneer,5716
2014-01-01,Perak,veneer,28792
2015-01-01,Perak,veneer,15430
2016-01-01,Perak,veneer,11789
2017-01-01,Perak,veneer,5591
2018-01-01,Perak,veneer,4815
2019-01-01,Perak,veneer,22698
2020-01-01,Perak,veneer,6142
2021-01-01,Perak,veneer,16284
2010-01-01,Perlis,logs,218
2011-01-01,Perlis,logs,461
2012-01-01,Perlis,logs,424
2013-01-01,Perlis,logs,787
2014-01-01,Perlis,logs,960
2015-01-01,Perlis,logs,779
2016-01-01,Perlis,logs,496
2017-01-01,Perlis,logs,19
2018-01-01,Perlis,logs,87
2019-01-01,Perlis,logs,211
2020-01-01,Perlis,logs,35741
2021-01-01,Perlis,logs,51283
2000-01-01,Perlis,sawn_timber,78
2001-01-01,Perlis,sawn_timber,37
2011-01-01,Pulau Pinang,logs,946
2012-01-01,Pulau Pinang,logs,2736
2013-01-01,Pulau Pinang,logs,96
2020-01-01,Pulau Pinang,logs,41
2021-01-01,Pulau Pinang,logs,27
2000-01-01,Pulau Pinang,moulding,11278
2001-01-01,Pulau Pinang,moulding,8116
2002-01-01,Pulau Pinang,moulding,8611
2003-01-01,Pulau Pinang,moulding,10619
2004-01-01,Pulau Pinang,moulding,48004
2005-01-01,Pulau Pinang,moulding,98200
2006-01-01,Pulau Pinang,moulding,11229
2007-01-01,Pulau Pinang,moulding,48925
2008-01-01,Pulau Pinang,moulding,13732
2009-01-01,Pulau Pinang,moulding,16884
2010-01-01,Pulau Pinang,moulding,15777
2011-01-01,Pulau Pinang,moulding,37021
2012-01-01,Pulau Pinang,moulding,75573
2013-01-01,Pulau Pinang,moulding,14199
2014-01-01,Pulau Pinang,moulding,13358
2015-01-01,Pulau Pinang,moulding,14285
2016-01-01,Pulau Pinang,moulding,16249
2017-01-01,Pulau Pinang,moulding,13179
2018-01-01,Pulau Pinang,moulding,8251
2019-01-01,Pulau Pinang,moulding,7923
2020-01-01,Pulau Pinang,moulding,6028
2021-01-01,Pulau Pinang,moulding,6536
2000-01-01,Pulau Pinang,plywood,34782
2001-01-01,Pulau Pinang,plywood,29637
2002-01-01,Pulau Pinang,plywood,12589
2003-01-01,Pulau Pinang,plywood,11309
2004-01-01,Pulau Pinang,plywood,10552
2005-01-01,Pulau Pinang,plywood,13334
2006-01-01,Pulau Pinang,plywood,14964
2007-01-01,Pulau Pinang,plywood,18370
2008-01-01,Pulau Pinang,plywood,9575
2009-01-01,Pulau Pinang,plywood,3849
2010-01-01,Pulau Pinang,plywood,24738
2011-01-01,Pulau Pinang,plywood,34353
2012-01-01,Pulau Pinang,plywood,39156
2013-01-01,Pulau Pinang,plywood,28485
2014-01-01,Pulau Pinang,plywood,26703
2015-01-01,Pulau Pinang,plywood,39421
2016-01-01,Pulau Pinang,plywood,32067
2017-01-01,Pulau Pinang,plywood,41246
2018-01-01,Pulau Pinang,plywood,27615
2019-01-01,Pulau Pinang,plywood,16210
2020-01-01,Pulau Pinang,plywood,22397
2021-01-01,Pulau Pinang,plywood,38168
2000-01-01,Pulau Pinang,sawn_timber,60811
2001-01-01,Pulau Pinang,sawn_timber,58256
2002-01-01,Pulau Pinang,sawn_timber,62732
2003-01-01,Pulau Pinang,sawn_timber,59146
2004-01-01,Pulau Pinang,sawn_timber,58848
2005-01-01,Pulau Pinang,sawn_timber,52352
2006-01-01,Pulau Pinang,sawn_timber,61625
2007-01-01,Pulau Pinang,sawn_timber,51849
2008-01-01,Pulau Pinang,sawn_timber,50623
2009-01-01,Pulau Pinang,sawn_timber,47240
2010-01-01,Pulau Pinang,sawn_timber,94605
2011-01-01,Pulau Pinang,sawn_timber,101024
2012-01-01,Pulau Pinang,sawn_timber,58106
2013-01-01,Pulau Pinang,sawn_timber,43430
2014-01-01,Pulau Pinang,sawn_timber,46410
2015-01-01,Pulau Pinang,sawn_timber,44874
2016-01-01,Pulau Pinang,sawn_timber,43087
2017-01-01,Pulau Pinang,sawn_timber,58923
2018-01-01,Pulau Pinang,sawn_timber,49271
2019-01-01,Pulau Pinang,sawn_timber,48700
2020-01-01,Pulau Pinang,sawn_timber,43965
2021-01-01,Pulau Pinang,sawn_timber,27563
2000-01-01,Pulau Pinang,veneer,309
2017-01-01,Pulau Pinang,veneer,3159
2018-01-01,Pulau Pinang,veneer,1597
2019-01-01,Pulau Pinang,veneer,2187
2020-01-01,Pulau Pinang,veneer,1276
2021-01-01,Pulau Pinang,veneer,263
2000-01-01,Sabah,blockboard,73562
2001-01-01,Sabah,blockboard,103326
2002-01-01,Sabah,blockboard,79617
2003-01-01,Sabah,blockboard,77086
2004-01-01,Sabah,blockboard,90500
2005-01-01,Sabah,blockboard,85310
2006-01-01,Sabah,blockboard,78008
2007-01-01,Sabah,blockboard,59489
2008-01-01,Sabah,blockboard,65684
2009-01-01,Sabah,blockboard,43172
2010-01-01,Sabah,blockboard,33491
2011-01-01,Sabah,blockboard,34420
2012-01-01,Sabah,blockboard,33222
2000-01-01,Sabah,logs,3727762
2001-01-01,Sabah,logs,2588417
2002-01-01,Sabah,logs,4436381
2003-01-01,Sabah,logs,4959460
2004-01-01,Sabah,logs,5415796
2005-01-01,Sabah,logs,5957526
2006-01-01,Sabah,logs,5336081
2007-01-01,Sabah,logs,5941229
2008-01-01,Sabah,logs,4718368
2009-01-01,Sabah,logs,4251951
2010-01-01,Sabah,logs,3483928
2011-01-01,Sabah,logs,2212466
2012-01-01,Sabah,logs,1965671
2013-01-01,Sabah,logs,2101143
2014-01-01,Sabah,logs,1829029
2015-01-01,Sabah,logs,1856451
2016-01-01,Sabah,logs,2083435
2017-01-01,Sabah,logs,1375455
2018-01-01,Sabah,logs,1384739
2019-01-01,Sabah,logs,1074922
2020-01-01,Sabah,logs,680800
2021-01-01,Sabah,logs,1122292
2000-01-01,Sabah,moulding,275607
2001-01-01,Sabah,moulding,203386
2002-01-01,Sabah,moulding,268003
2003-01-01,Sabah,moulding,283706
2004-01-01,Sabah,moulding,293590
2005-01-01,Sabah,moulding,266762
2006-01-01,Sabah,moulding,224026
2007-01-01,Sabah,moulding,238188
2008-01-01,Sabah,moulding,164558
2009-01-01,Sabah,moulding,145355
2010-01-01,Sabah,moulding,166036
2011-01-01,Sabah,moulding,123372
2012-01-01,Sabah,moulding,99532
2013-01-01,Sabah,moulding,80612
2014-01-01,Sabah,moulding,59836
2015-01-01,Sabah,moulding,54423
2016-01-01,Sabah,moulding,47067
2017-01-01,Sabah,moulding,43176
2018-01-01,Sabah,moulding,33277
2019-01-01,Sabah,moulding,27706
2020-01-01,Sabah,moulding,16521
2021-01-01,Sabah,moulding,28236
2000-01-01,Sabah,plywood,1002687
2001-01-01,Sabah,plywood,1005860
2002-01-01,Sabah,plywood,1141187
2003-01-01,Sabah,plywood,1200089
2004-01-01,Sabah,plywood,1398763
2005-01-01,Sabah,plywood,1580536
2006-01-01,Sabah,plywood,1570479
2007-01-01,Sabah,plywood,1511895
2008-01-01,Sabah,plywood,1245958
2009-01-01,Sabah,plywood,1033508
2010-01-01,Sabah,plywood,1020924
2011-01-01,Sabah,plywood,776461
2012-01-01,Sabah,plywood,713599
2013-01-01,Sabah,plywood,690601
2014-01-01,Sabah,plywood,653984
2015-01-01,Sabah,plywood,654731
2016-01-01,Sabah,plywood,607438
2017-01-01,Sabah,plywood,493210
2018-01-01,Sabah,plywood,470626
2019-01-01,Sabah,plywood,423981
2020-01-01,Sabah,plywood,269399
2021-01-01,Sabah,plywood,369801
2000-01-01,Sabah,sawn_timber,806303
2001-01-01,Sabah,sawn_timber,559811
2002-01-01,Sabah,sawn_timber,565648
2003-01-01,Sabah,sawn_timber,550438
2004-01-01,Sabah,sawn_timber,643527
2005-01-01,Sabah,sawn_timber,825421
2006-01-01,Sabah,sawn_timber,862188
2007-01-01,Sabah,sawn_timber,964432
2008-01-01,Sabah,sawn_timber,855779
2009-01-01,Sabah,sawn_timber,741251
2010-01-01,Sabah,sawn_timber,515023
2011-01-01,Sabah,sawn_timber,355649
2012-01-01,Sabah,sawn_timber,325671
2013-01-01,Sabah,sawn_timber,270605
2014-01-01,Sabah,sawn_timber,254332
2015-01-01,Sabah,sawn_timber,219866
2016-01-01,Sabah,sawn_timber,241869
2017-01-01,Sabah,sawn_timber,192023
2018-01-01,Sabah,sawn_timber,218838
2019-01-01,Sabah,sawn_timber,238671
2020-01-01,Sabah,sawn_timber,156183
2021-01-01,Sabah,sawn_timber,192796
2000-01-01,Sabah,veneer,510405
2001-01-01,Sabah,veneer,198592
2002-01-01,Sabah,veneer,210411
2003-01-01,Sabah,veneer,207037
2004-01-01,Sabah,veneer,199299
2005-01-01,Sabah,veneer,212647
2006-01-01,Sabah,veneer,210027
2007-01-01,Sabah,veneer,204355
2008-01-01,Sabah,veneer,190554
2009-01-01,Sabah,veneer,163604
2010-01-01,Sabah,veneer,130728
2011-01-01,Sabah,veneer,138481
2012-01-01,Sabah,veneer,106687
2013-01-01,Sabah,veneer,114976
2014-01-01,Sabah,veneer,156992
2015-01-01,Sabah,veneer,136433
2016-01-01,Sabah,veneer,119036
2017-01-01,Sabah,veneer,92335
2018-01-01,Sabah,veneer,98085
2019-01-01,Sabah,veneer,59082
2020-01-01,Sabah,veneer,31366
2021-01-01,Sabah,veneer,50372
2000-01-01,Sarawak,blockboard,54732
2001-01-01,Sarawak,blockboard,44044
2002-01-01,Sarawak,blockboard,45000
2003-01-01,Sarawak,blockboard,39632
2004-01-01,Sarawak,blockboard,58694
2005-01-01,Sarawak,blockboard,45805
2006-01-01,Sarawak,blockboard,47436
2007-01-01,Sarawak,blockboard,55168
2008-01-01,Sarawak,blockboard,32603
2009-01-01,Sarawak,blockboard,28970
2010-01-01,Sarawak,blockboard,36358
2011-01-01,Sarawak,blockboard,32419
2012-01-01,Sarawak,blockboard,28000
2000-01-01,Sarawak,logs,14274000
2001-01-01,Sarawak,logs,12179000
2002-01-01,Sarawak,logs,11855000
2003-01-01,Sarawak,logs,12153000
2004-01-01,Sarawak,logs,12051000
2005-01-01,Sarawak,logs,12035713
2006-01-01,Sarawak,logs,11864167
2007-01-01,Sarawak,logs,11891244
2008-01-01,Sarawak,logs,11335576
2009-01-01,Sarawak,logs,10371139
2010-01-01,Sarawak,logs,10151817
2011-01-01,Sarawak,logs,9610434
2012-01-01,Sarawak,logs,9458563
2013-01-01,Sarawak,logs,8211078
2014-01-01,Sarawak,logs,8716098
2015-01-01,Sarawak,logs,8200719
2016-01-01,Sarawak,logs,7413526
2017-01-01,Sarawak,logs,5489624
2018-01-01,Sarawak,logs,4696721
2019-01-01,Sarawak,logs,4074254
2020-01-01,Sarawak,logs,2417100
2021-01-01,Sarawak,logs,2334910
2000-01-01,Sarawak,moulding,22641
2001-01-01,Sarawak,moulding,34934
2002-01-01,Sarawak,moulding,35000
2003-01-01,Sarawak,moulding,24684
2004-01-01,Sarawak,moulding,25918
2005-01-01,Sarawak,moulding,27306
2006-01-01,Sarawak,moulding,16900
2007-01-01,Sarawak,moulding,21234
2008-01-01,Sarawak,moulding,17374
2009-01-01,Sarawak,moulding,14458
2010-01-01,Sarawak,moulding,15755
2011-01-01,Sarawak,moulding,8455
2012-01-01,Sarawak,moulding,8712
2013-01-01,Sarawak,moulding,5784
2014-01-01,Sarawak,moulding,3643
2015-01-01,Sarawak,moulding,2704
2016-01-01,Sarawak,moulding,2705
2017-01-01,Sarawak,moulding,4143
2018-01-01,Sarawak,moulding,8962
2019-01-01,Sarawak,moulding,12094
2020-01-01,Sarawak,moulding,7365
2021-01-01,Sarawak,moulding,8262
2000-01-01,Sarawak,plywood,2860721
2001-01-01,Sarawak,plywood,2677710
2002-01-01,Sarawak,plywood,2707780
2003-01-01,Sarawak,plywood,3066482
2004-01-01,Sarawak,plywood,2968362
2005-01-01,Sarawak,plywood,3041947
2006-01-01,Sarawak,plywood,3402943
2007-01-01,Sarawak,plywood,3453644
2008-01-01,Sarawak,plywood,3124195
2009-01-01,Sarawak,plywood,2764314
2010-01-01,Sarawak,plywood,2875975
2011-01-01,Sarawak,plywood,2767661
2012-01-01,Sarawak,plywood,2740704
2013-01-01,Sarawak,plywood,2320014
2014-01-01,Sarawak,plywood,2653772
2015-01-01,Sarawak,plywood,2339984
2016-01-01,Sarawak,plywood,1818149
2017-01-01,Sarawak,plywood,1698912
2018-01-01,Sarawak,plywood,1589959
2019-01-01,Sarawak,plywood,1360566
2020-01-01,Sarawak,plywood,1113259
2021-01-01,Sarawak,plywood,944905
2000-01-01,Sarawak,sawn_timber,1511000
2001-01-01,Sarawak,sawn_timber,1140306
2002-01-01,Sarawak,sawn_timber,1218000
2003-01-01,Sarawak,sawn_timber,1291000
2004-01-01,Sarawak,sawn_timber,1011000
2005-01-01,Sarawak,sawn_timber,1196000
2006-01-01,Sarawak,sawn_timber,1248215
2007-01-01,Sarawak,sawn_timber,1431553
2008-01-01,Sarawak,sawn_timber,1223457
2009-01-01,Sarawak,sawn_timber,1066348
2010-01-01,Sarawak,sawn_timber,1127191
2011-01-01,Sarawak,sawn_timber,963729
2012-01-01,Sarawak,sawn_timber,1060857
2013-01-01,Sarawak,sawn_timber,847293
2014-01-01,Sarawak,sawn_timber,742288
2015-01-01,Sarawak,sawn_timber,770018
2016-01-01,Sarawak,sawn_timber,675531
2017-01-01,Sarawak,sawn_timber,623864
2018-01-01,Sarawak,sawn_timber,506754
2019-01-01,Sarawak,sawn_timber,466483
2020-01-01,Sarawak,sawn_timber,341321
2021-01-01,Sarawak,sawn_timber,303624
2000-01-01,Sarawak,veneer,418497
2001-01-01,Sarawak,veneer,303223
2002-01-01,Sarawak,veneer,300000
2003-01-01,Sarawak,veneer,308327
2004-01-01,Sarawak,veneer,285933
2005-01-01,Sarawak,veneer,326270
2006-01-01,Sarawak,veneer,300801
2007-01-01,Sarawak,veneer,482798
2008-01-01,Sarawak,veneer,799969
2009-01-01,Sarawak,veneer,674383
2010-01-01,Sarawak,veneer,631549
2011-01-01,Sarawak,veneer,693108
2012-01-01,Sarawak,veneer,640442
2013-01-01,Sarawak,veneer,569361
2014-01-01,Sarawak,veneer,520118
2015-01-01,Sarawak,veneer,485659
2016-01-01,Sarawak,veneer,339549
2017-01-01,Sarawak,veneer,339686
2018-01-01,Sarawak,veneer,335061
2019-01-01,Sarawak,veneer,319661
2020-01-01,Sarawak,veneer,198516
2021-01-01,Sarawak,veneer,125968
2000-01-01,Selangor,logs,69994
2001-01-01,Selangor,logs,65015
2002-01-01,Selangor,logs,44388
2003-01-01,Selangor,logs,71288
2004-01-01,Selangor,logs,40492
2005-01-01,Selangor,logs,38981
2006-01-01,Selangor,logs,48142
2007-01-01,Selangor,logs,37847
2008-01-01,Selangor,logs,23789
2009-01-01,Selangor,logs,6193
2010-01-01,Selangor,logs,4333
2011-01-01,Selangor,logs,2596
2012-01-01,Selangor,logs,2064
2013-01-01,Selangor,logs,1072
2014-01-01,Selangor,logs,703
2015-01-01,Selangor,logs,4311
2016-01-01,Selangor,logs,4286
2017-01-01,Selangor,logs,3577
2018-01-01,Selangor,logs,28978
2019-01-01,Selangor,logs,853
2020-01-01,Selangor,logs,233
2021-01-01,Selangor,logs,134
2000-01-01,Selangor,moulding,79061
2001-01-01,Selangor,moulding,35130
2002-01-01,Selangor,moulding,42738
2003-01-01,Selangor,moulding,48266
2004-01-01,Selangor,moulding,71869
2005-01-01,Selangor,moulding,82102
2006-01-01,Selangor,moulding,43864
2007-01-01,Selangor,moulding,17296
2008-01-01,Selangor,moulding,75654
2009-01-01,Selangor,moulding,68298
2010-01-01,Selangor,moulding,83710
2011-01-01,Selangor,moulding,115417
2012-01-01,Selangor,moulding,106140
2013-01-01,Selangor,moulding,26865
2014-01-01,Selangor,moulding,29926
2015-01-01,Selangor,moulding,26900
2016-01-01,Selangor,moulding,22531
2017-01-01,Selangor,moulding,22677
2018-01-01,Selangor,moulding,20539
2019-01-01,Selangor,moulding,20277
2020-01-01,Selangor,moulding,18795
2021-01-01,Selangor,moulding,15355
2000-01-01,Selangor,plywood,69779
2001-01-01,Selangor,plywood,68590
2002-01-01,Selangor,plywood,65921
2003-01-01,Selangor,plywood,54842
2004-01-01,Selangor,plywood,26129
2005-01-01,Selangor,plywood,28712
2006-01-01,Selangor,plywood,12976
2007-01-01,Selangor,plywood,21851
2008-01-01,Selangor,plywood,20315
2009-01-01,Selangor,plywood,12306
2010-01-01,Selangor,plywood,17520
2011-01-01,Selangor,plywood,2167
2012-01-01,Selangor,plywood,1090
2013-01-01,Selangor,plywood,847
2014-01-01,Selangor,plywood,1560
2015-01-01,Selangor,plywood,855
2017-01-01,Selangor,plywood,411
2018-01-01,Selangor,plywood,970
2019-01-01,Selangor,plywood,1005
2020-01-01,Selangor,plywood,740
2021-01-01,Selangor,plywood,333
2000-01-01,Selangor,sawn_timber,171782
2001-01-01,Selangor,sawn_timber,207741
2002-01-01,Selangor,sawn_timber,220802
2003-01-01,Selangor,sawn_timber,264010
2004-01-01,Selangor,sawn_timber,305202
2005-01-01,Selangor,sawn_timber,330276
2006-01-01,Selangor,sawn_timber,225619
2007-01-01,Selangor,sawn_timber,188000
2008-01-01,Selangor,sawn_timber,88787
2009-01-01,Selangor,sawn_timber,105330
2010-01-01,Selangor,sawn_timber,90744
2011-01-01,Selangor,sawn_timber,119220
2012-01-01,Selangor,sawn_timber,110707
2013-01-01,Selangor,sawn_timber,103174
2014-01-01,Selangor,sawn_timber,115513
2015-01-01,Selangor,sawn_timber,98842
2016-01-01,Selangor,sawn_timber,121727
2017-01-01,Selangor,sawn_timber,108736
2018-01-01,Selangor,sawn_timber,93741
2019-01-01,Selangor,sawn_timber,75927
2020-01-01,Selangor,sawn_timber,53613
2021-01-01,Selangor,sawn_timber,44453
2000-01-01,Selangor,veneer,755
2001-01-01,Selangor,veneer,698
2002-01-01,Selangor,veneer,1072
2003-01-01,Selangor,veneer,1135
2004-01-01,Selangor,veneer,997
2005-01-01,Selangor,veneer,789
2006-01-01,Selangor,veneer,651
2007-01-01,Selangor,veneer,1224
2008-01-01,Selangor,veneer,573
2009-01-01,Selangor,veneer,716
2010-01-01,Selangor,veneer,440
2016-01-01,Selangor,veneer,1356
2017-01-01,Selangor,veneer,1031
2018-01-01,Selangor,veneer,145
2020-01-01,Selangor,veneer,67
2021-01-01,Selangor,veneer,148
2000-01-01,Terengganu,blockboard,1296
2001-01-01,Terengganu,blockboard,885
2002-01-01,Terengganu,blockboard,418
2000-01-01,Terengganu,logs,596843
2001-01-01,Terengganu,logs,668322
2002-01-01,Terengganu,logs,640864
2003-01-01,Terengganu,logs,682146
2004-01-01,Terengganu,logs,711403
2005-01-01,Terengganu,logs,522738
2006-01-01,Terengganu,logs,493864
2007-01-01,Terengganu,logs,403786
2008-01-01,Terengganu,logs,388262
2009-01-01,Terengganu,logs,304389
2010-01-01,Terengganu,logs,560138
2011-01-01,Terengganu,logs,423495
2012-01-01,Terengganu,logs,561852
2013-01-01,Terengganu,logs,447044
2014-01-01,Terengganu,logs,474091
2015-01-01,Terengganu,logs,296115
2016-01-01,Terengganu,logs,263606
2017-01-01,Terengganu,logs,380544
2018-01-01,Terengganu,logs,677844
2019-01-01,Terengganu,logs,396237
2020-01-01,Terengganu,logs,189917
2021-01-01,Terengganu,logs,211839
2000-01-01,Terengganu,moulding,21070
2001-01-01,Terengganu,moulding,26564
2002-01-01,Terengganu,moulding,26717
2003-01-01,Terengganu,moulding,24959
2004-01-01,Terengganu,moulding,34324
2005-01-01,Terengganu,moulding,35260
2006-01-01,Terengganu,moulding,31258
2007-01-01,Terengganu,moulding,30452
2008-01-01,Terengganu,moulding,25499
2009-01-01,Terengganu,moulding,24007
2010-01-01,Terengganu,moulding,23959
2011-01-01,Terengganu,moulding,24464
2012-01-01,Terengganu,moulding,27463
2013-01-01,Terengganu,moulding,18190
2014-01-01,Terengganu,moulding,33146
2015-01-01,Terengganu,moulding,19304
2016-01-01,Terengganu,moulding,15798
2017-01-01,Terengganu,moulding,27393
2018-01-01,Terengganu,moulding,33447
2019-01-01,Terengganu,moulding,33180
2020-01-01,Terengganu,moulding,27567
2021-01-01,Terengganu,moulding,22547
2000-01-01,Terengganu,plywood,81939
2001-01-01,Terengganu,plywood,71033
2002-01-01,Terengganu,plywood,67319
2003-01-01,Terengganu,plywood,55894
2004-01-01,Terengganu,plywood,68804
2005-01-01,Terengganu,plywood,23697
2006-01-01,Terengganu,plywood,18448
2007-01-01,Terengganu,plywood,24382
2008-01-01,Terengganu,plywood,10473
2009-01-01,Terengganu,plywood,2731
2010-01-01,Terengganu,plywood,5044
2011-01-01,Terengganu,plywood,2671
2019-01-01,Terengganu,plywood,604
2000-01-01,Terengganu,sawn_timber,440917
2001-01-01,Terengganu,sawn_timber,406371
2002-01-01,Terengganu,sawn_timber,398336
2003-01-01,Terengganu,sawn_timber,402450
2004-01-01,Terengganu,sawn_timber,409651
2005-01-01,Terengganu,sawn_timber,414927
2006-01-01,Terengganu,sawn_timber,389558
2007-01-01,Terengganu,sawn_timber,368139
2008-01-01,Terengganu,sawn_timber,358308
2009-01-01,Terengganu,sawn_timber,295529
2010-01-01,Terengganu,sawn_timber,339548
2011-01-01,Terengganu,sawn_timber,321042
2012-01-01,Terengganu,sawn_timber,336662
2013-01-01,Terengganu,sawn_timber,331332
2014-01-01,Terengganu,sawn_timber,351726
2015-01-01,Terengganu,sawn_timber,315476
2016-01-01,Terengganu,sawn_timber,296654
2017-01-01,Terengganu,sawn_timber,295111
2018-01-01,Terengganu,sawn_timber,300178
2019-01-01,Terengganu,sawn_timber,320342
2020-01-01,Terengganu,sawn_timber,150544
2021-01-01,Terengganu,sawn_timber,178240
2000-01-01,Terengganu,veneer,140759
2001-01-01,Terengganu,veneer,124098
2002-01-01,Terengganu,veneer,129883
2003-01-01,Terengganu,veneer,89530
2004-01-01,Terengganu,veneer,67195
2005-01-01,Terengganu,veneer,10074
2006-01-01,Terengganu,veneer,4616
2007-01-01,Terengganu,veneer,1095
2017-01-01,Terengganu,veneer,1760
2018-01-01,Terengganu,veneer,110
2019-01-01,Terengganu,veneer,550
2020-01-01,Terengganu,veneer,2487
2021-01-01,Terengganu,veneer,2863
